Transaction_ID,Transaction_Amount,Quantity,Customer_Age,Account_Age_Days,Transaction_Hour,Product_Category,Payment_Method,Device_Used,Address_Match,Is_Fraud,Customer_ID,Transaction_Time,Previous_Transactions_Count,Failed_Transaction_Attempts,Fraud_Label,Fraud_Reason
113981,41.03,2,55,851,17,Books,Debit Card,Tablet,Yes,0,CUST113981,2026-01-15 21:18:43,15,4,0,Normal Transaction
113982,372.57,4,19,832,21,Clothing,UPI,Tablet,No,1,CUST113982,2026-01-28 20:06:43,11,0,1,Location Mismatch
113983,131.93,5,52,894,4,Clothing,Debit Card,Tablet,Yes,0,CUST113983,2025-12-30 11:24:43,20,2,0,Normal Transaction
113984,468.66,4,29,195,9,Electronics,UPI,Laptop,Yes,0,CUST113984,2026-01-01 10:24:43,44,4,0,Normal Transaction
113985,333.91,4,45,204,17,Groceries,Credit Card,Mobile,Yes,0,CUST113985,2026-02-24 01:03:43,16,3,0,Normal Transaction
113986,83.59,4,25,766,7,Luxury,Debit Card,Tablet,No,1,CUST113986,2026-02-23 14:48:43,39,3,1,Location Mismatch
113987,51.42,4,23,759,11,Electronics,UPI,Tablet,No,0,CUST113987,2026-02-09 07:02:43,12,2,0,Normal Transaction
113988,33.02,3,53,347,13,Luxury,Credit Card,Mobile,Yes,1,CUST113988,2026-03-01 02:32:43,31,0,1,Location Mismatch
113989,335.92,5,58,209,14,Books,UPI,Mobile,No,0,CUST113989,2026-01-02 03:13:43,36,3,0,Normal Transaction
113990,263.76,1,51,238,13,Clothing,UPI,Laptop,Yes,0,CUST113990,2026-01-12 12:24:43,49,3,0,Normal Transaction
113991,1341.25,2,19,13,10,Books,Credit Card,Mobile,No,0,CUST113991,2025-12-24 05:54:43,14,3,0,Normal Transaction
113992,8.81,4,18,468,16,Groceries,UPI,Laptop,No,0,CUST113992,2026-02-11 08:02:43,11,2,0,Normal Transaction
113993,410.49,5,56,215,7,Electronics,Credit Card,Laptop,No,1,CUST113993,2025-12-26 23:12:43,48,4,1,Normal Transaction
113994,96.91,5,58,213,18,Clothing,Credit Card,Laptop,No,0,CUST113994,2025-12-25 13:10:43,14,1,0,Normal Transaction
113995,292.43,3,56,352,8,Clothing,PayPal,Mobile,No,1,CUST113995,2026-02-20 09:28:43,33,2,1,Suspicious Device
113996,842.68,2,40,450,13,Electronics,Debit Card,Mobile,No,1,CUST113996,2026-01-07 09:07:43,5,0,1,Normal Transaction
113997,24.88,1,33,451,14,Groceries,Credit Card,Tablet,Yes,0,CUST113997,2026-02-14 04:44:43,16,2,0,Normal Transaction
113998,28.54,4,46,357,18,Clothing,PayPal,Laptop,No,1,CUST113998,2026-02-20 12:51:43,47,2,1,Normal Transaction
113999,705.82,3,32,63,0,Groceries,UPI,Mobile,No,0,CUST113999,2026-02-13 11:40:43,48,1,0,Normal Transaction
114000,52.06,1,50,182,21,Books,Debit Card,Mobile,Yes,0,CUST114000,2026-02-06 06:33:43,19,1,0,Normal Transaction
114001,50.54,2,30,669,14,Luxury,Debit Card,Mobile,No,0,CUST114001,2026-01-16 02:02:43,8,1,0,Normal Transaction
114002,38.71,2,56,761,3,Books,Debit Card,Mobile,No,0,CUST114002,2026-02-16 23:25:43,4,4,0,Normal Transaction
114003,77.16,1,56,856,9,Books,Credit Card,Laptop,Yes,0,CUST114003,2026-02-06 01:18:43,22,2,0,Normal Transaction
114004,302.1,3,42,979,3,Groceries,PayPal,Mobile,No,1,CUST114004,2026-01-01 23:05:43,32,0,1,Location Mismatch
114005,234.16,2,43,840,10,Luxury,UPI,Tablet,Yes,1,CUST114005,2025-12-25 20:43:43,37,1,1,Suspicious Device
114006,344.49,1,47,755,10,Luxury,Debit Card,Tablet,No,1,CUST114006,2026-02-24 15:50:43,13,1,1,Normal Transaction
114007,148.5,4,29,543,11,Books,Debit Card,Tablet,Yes,0,CUST114007,2025-12-25 01:26:43,16,2,0,Normal Transaction
114008,401.77,3,44,666,23,Clothing,PayPal,Tablet,Yes,0,CUST114008,2026-02-23 08:56:43,18,0,0,Normal Transaction
114009,101.77,1,18,379,1,Clothing,Debit Card,Laptop,Yes,1,CUST114009,2026-03-02 05:45:43,32,1,1,Multiple Failed Attempts
114010,199.87,3,37,954,12,Luxury,PayPal,Mobile,No,0,CUST114010,2025-12-31 11:17:43,0,2,0,Normal Transaction
114011,365.22,5,35,362,14,Clothing,Credit Card,Mobile,Yes,0,CUST114011,2026-02-14 06:18:43,12,3,0,Normal Transaction
114012,225.34,4,55,97,13,Electronics,UPI,Laptop,Yes,1,CUST114012,2026-02-27 05:52:43,45,4,1,Normal Transaction
114013,973.45,1,27,817,0,Groceries,Credit Card,Laptop,No,0,CUST114013,2026-01-21 00:22:43,26,2,0,Normal Transaction
114014,540.37,5,52,165,18,Electronics,PayPal,Mobile,No,1,CUST114014,2026-02-23 10:59:43,5,1,1,High Transaction Amount
114015,98.28,1,24,596,10,Groceries,UPI,Mobile,Yes,0,CUST114015,2026-01-07 16:11:43,5,0,0,Normal Transaction
114016,419.2,5,38,407,11,Books,Debit Card,Laptop,Yes,0,CUST114016,2025-12-29 02:53:43,32,3,0,Normal Transaction
114017,543.24,5,58,468,6,Books,Credit Card,Mobile,Yes,0,CUST114017,2026-01-31 02:04:43,29,0,0,Normal Transaction
114018,101.22,1,48,517,16,Clothing,PayPal,Tablet,Yes,0,CUST114018,2026-03-02 00:47:43,45,0,0,Normal Transaction
114019,4.55,2,51,748,21,Clothing,Debit Card,Laptop,Yes,0,CUST114019,2026-02-07 08:54:43,34,0,0,Normal Transaction
114020,87.31,2,31,421,10,Luxury,Debit Card,Tablet,No,1,CUST114020,2026-01-27 15:25:43,22,2,1,Suspicious Device
114021,208.78,4,20,821,23,Luxury,UPI,Laptop,No,1,CUST114021,2026-02-21 00:53:43,9,2,1,High Transaction Amount
114022,62.52,5,49,743,21,Clothing,Debit Card,Laptop,No,0,CUST114022,2026-02-08 08:35:43,18,4,0,Normal Transaction
114023,73.02,3,56,879,0,Groceries,UPI,Mobile,Yes,1,CUST114023,2026-01-23 08:50:43,27,3,1,High Transaction Amount
114024,41.89,5,58,882,5,Groceries,UPI,Laptop,No,1,CUST114024,2026-02-24 12:15:43,22,0,1,Location Mismatch
114025,126.58,3,57,127,9,Electronics,PayPal,Tablet,Yes,0,CUST114025,2026-01-21 19:56:43,3,1,0,Normal Transaction
114026,3.62,4,37,249,5,Groceries,PayPal,Tablet,Yes,0,CUST114026,2026-02-11 03:33:43,19,0,0,Normal Transaction
114027,45.14,1,21,192,2,Books,UPI,Mobile,No,1,CUST114027,2026-01-24 05:56:43,18,3,1,Normal Transaction
114028,301.91,1,40,761,17,Groceries,PayPal,Mobile,Yes,0,CUST114028,2026-01-03 14:53:43,41,0,0,Normal Transaction
114029,514.86,4,58,189,17,Luxury,Credit Card,Mobile,Yes,0,CUST114029,2025-12-25 12:27:43,26,2,0,Normal Transaction
114030,328.4,5,20,74,15,Books,Debit Card,Tablet,No,1,CUST114030,2026-02-17 17:30:43,33,2,1,Location Mismatch
114031,497.5,1,30,575,15,Electronics,Debit Card,Mobile,Yes,0,CUST114031,2026-01-27 09:35:43,3,3,0,Normal Transaction
114032,24.07,3,47,620,8,Clothing,PayPal,Tablet,No,0,CUST114032,2026-01-31 04:28:43,37,4,0,Normal Transaction
114033,517.82,4,53,818,16,Luxury,UPI,Tablet,Yes,1,CUST114033,2026-01-13 17:22:43,6,0,1,Normal Transaction
114034,142.39,3,42,83,4,Luxury,PayPal,Tablet,No,0,CUST114034,2026-01-06 12:52:43,47,3,0,Normal Transaction
114035,362.22,3,36,848,0,Luxury,PayPal,Laptop,Yes,0,CUST114035,2026-01-16 08:32:43,6,1,0,Normal Transaction
114036,439.23,5,57,792,5,Electronics,UPI,Tablet,No,1,CUST114036,2026-02-08 15:31:43,49,1,1,Location Mismatch
114037,2028.24,3,30,692,14,Electronics,Debit Card,Laptop,Yes,1,CUST114037,2026-02-20 21:49:43,25,4,1,High Transaction Amount
114038,400.44,4,23,93,22,Groceries,Debit Card,Tablet,No,1,CUST114038,2026-01-20 14:23:43,25,2,1,Multiple Failed Attempts
114039,88.5,4,27,411,6,Luxury,PayPal,Tablet,No,1,CUST114039,2025-12-29 13:27:43,18,3,1,Location Mismatch
114040,751.07,2,18,345,22,Electronics,Debit Card,Tablet,Yes,0,CUST114040,2026-01-13 08:37:43,8,0,0,Normal Transaction
114041,237.95,3,31,807,9,Groceries,Debit Card,Tablet,No,0,CUST114041,2026-02-16 10:20:43,19,3,0,Normal Transaction
114042,179.94,3,45,453,2,Groceries,PayPal,Mobile,Yes,1,CUST114042,2026-02-21 00:46:43,41,4,1,Suspicious Device
114043,195.66,1,59,987,11,Clothing,Debit Card,Laptop,Yes,0,CUST114043,2026-01-10 19:06:43,44,3,0,Normal Transaction
114044,240.38,1,39,11,5,Clothing,Debit Card,Mobile,No,1,CUST114044,2026-01-19 23:19:43,49,4,1,Suspicious Device
114045,392.02,1,40,819,1,Electronics,Credit Card,Tablet,Yes,1,CUST114045,2026-01-05 14:59:43,15,4,1,Suspicious Device
114046,244.56,4,32,622,1,Clothing,Credit Card,Laptop,No,1,CUST114046,2026-01-02 06:39:43,16,4,1,Location Mismatch
114047,477.84,3,58,303,21,Luxury,Debit Card,Laptop,Yes,1,CUST114047,2026-01-08 06:19:43,21,3,1,Suspicious Device
114048,340.32,2,52,934,19,Luxury,Credit Card,Mobile,No,1,CUST114048,2026-02-17 01:59:43,12,1,1,High Transaction Amount
114049,372.3,2,39,205,14,Books,Credit Card,Mobile,No,1,CUST114049,2026-01-16 20:45:43,11,0,1,High Transaction Amount
114050,205.56,3,56,97,7,Clothing,Credit Card,Laptop,No,0,CUST114050,2026-03-02 12:32:43,9,4,0,Normal Transaction
114051,166.12,2,19,446,18,Luxury,Credit Card,Laptop,No,0,CUST114051,2026-01-15 15:06:43,0,2,0,Normal Transaction
114052,392.82,4,28,163,10,Luxury,UPI,Mobile,No,1,CUST114052,2026-02-23 07:22:43,31,4,1,Suspicious Device
114053,153.34,1,30,667,0,Clothing,UPI,Tablet,No,1,CUST114053,2026-03-01 04:26:43,29,3,1,Multiple Failed Attempts
114054,56.33,4,57,557,1,Groceries,Debit Card,Mobile,No,1,CUST114054,2026-02-09 13:28:43,7,4,1,Multiple Failed Attempts
114055,72.73,2,58,901,19,Clothing,UPI,Tablet,No,0,CUST114055,2026-02-11 03:20:43,20,2,0,Normal Transaction
114056,409.07,2,47,940,8,Luxury,UPI,Tablet,No,1,CUST114056,2026-01-10 11:34:43,21,1,1,Location Mismatch
114057,150.59,5,42,936,6,Electronics,Debit Card,Laptop,No,1,CUST114057,2026-01-12 21:17:43,17,3,1,Normal Transaction
114058,967.11,2,36,845,22,Clothing,PayPal,Tablet,No,1,CUST114058,2026-02-11 21:24:43,1,3,1,High Transaction Amount
114059,248.12,5,33,214,11,Books,PayPal,Tablet,No,0,CUST114059,2026-01-17 19:13:43,47,3,0,Normal Transaction
114060,134.47,4,45,87,6,Groceries,Credit Card,Laptop,No,1,CUST114060,2025-12-24 09:11:43,43,2,1,Location Mismatch
114061,51.98,2,48,63,13,Clothing,Credit Card,Tablet,Yes,0,CUST114061,2026-01-07 23:33:43,8,3,0,Normal Transaction
114062,179.06,1,42,364,19,Clothing,UPI,Laptop,Yes,0,CUST114062,2026-01-28 08:58:43,2,1,0,Normal Transaction
114063,186.63,1,41,325,15,Electronics,UPI,Mobile,No,1,CUST114063,2026-01-18 11:09:43,25,0,1,Multiple Failed Attempts
114064,1008.88,2,18,264,23,Books,Debit Card,Mobile,No,0,CUST114064,2026-01-02 16:53:43,20,0,0,Normal Transaction
114065,35.74,3,58,503,22,Groceries,Credit Card,Mobile,No,1,CUST114065,2026-02-23 01:53:43,29,4,1,Location Mismatch
114066,385.31,2,32,451,18,Luxury,Debit Card,Laptop,No,0,CUST114066,2026-02-25 13:30:43,27,0,0,Normal Transaction
114067,434.89,1,32,552,9,Electronics,UPI,Laptop,Yes,1,CUST114067,2026-02-14 18:13:43,35,2,1,Location Mismatch
114068,23.22,4,56,977,22,Groceries,Debit Card,Mobile,No,0,CUST114068,2026-02-19 18:06:43,25,0,0,Normal Transaction
114069,496.71,5,33,284,1,Books,Credit Card,Laptop,No,0,CUST114069,2026-01-28 06:56:43,33,2,0,Normal Transaction
114070,30.48,5,22,684,22,Electronics,Credit Card,Laptop,Yes,0,CUST114070,2026-02-18 15:42:43,7,2,0,Normal Transaction
114071,61.3,5,25,257,14,Electronics,UPI,Tablet,No,1,CUST114071,2026-01-05 15:55:43,9,4,1,Multiple Failed Attempts
114072,386.52,4,59,512,4,Groceries,PayPal,Laptop,Yes,0,CUST114072,2026-01-25 23:19:43,47,0,0,Normal Transaction
114073,37.65,1,44,371,19,Groceries,Credit Card,Tablet,No,1,CUST114073,2026-01-28 17:13:43,42,4,1,Normal Transaction
114074,53.01,5,55,611,3,Clothing,PayPal,Mobile,Yes,1,CUST114074,2025-12-24 11:59:43,49,3,1,Location Mismatch
114075,95.12,2,44,825,7,Luxury,UPI,Laptop,No,1,CUST114075,2026-02-09 04:14:43,13,1,1,High Transaction Amount
114076,46.38,1,51,263,12,Groceries,UPI,Laptop,No,1,CUST114076,2026-01-05 20:27:43,39,0,1,Normal Transaction
114077,37.83,1,20,104,18,Books,UPI,Mobile,No,1,CUST114077,2026-01-27 11:56:43,14,3,1,High Transaction Amount
114078,181.58,5,29,907,5,Books,Debit Card,Tablet,No,0,CUST114078,2026-01-13 21:43:43,16,3,0,Normal Transaction
114079,404.02,2,39,226,12,Books,Debit Card,Tablet,No,1,CUST114079,2026-01-07 11:49:43,17,4,1,Suspicious Device
114080,350.08,4,28,338,23,Books,Credit Card,Mobile,Yes,0,CUST114080,2026-01-20 23:10:43,31,4,0,Normal Transaction
114081,188.34,3,55,248,3,Luxury,Debit Card,Laptop,Yes,1,CUST114081,2026-01-24 04:29:43,37,1,1,High Transaction Amount
114082,842.73,3,48,160,23,Electronics,UPI,Laptop,No,1,CUST114082,2026-02-12 15:21:43,22,1,1,Normal Transaction
114083,311.83,1,33,422,18,Books,Credit Card,Laptop,No,0,CUST114083,2026-02-15 10:53:43,45,1,0,Normal Transaction
114084,134.87,1,38,636,10,Luxury,UPI,Laptop,No,0,CUST114084,2026-02-27 13:27:43,22,1,0,Normal Transaction
114085,827.87,1,41,277,16,Groceries,UPI,Tablet,Yes,0,CUST114085,2026-01-08 14:02:43,34,4,0,Normal Transaction
114086,120.7,1,49,417,9,Luxury,Credit Card,Tablet,No,1,CUST114086,2026-01-30 14:54:43,38,2,1,High Transaction Amount
114087,571.56,2,24,625,22,Clothing,Debit Card,Tablet,No,1,CUST114087,2025-12-29 11:11:43,14,4,1,Multiple Failed Attempts
114088,170.36,2,52,793,3,Electronics,PayPal,Laptop,No,1,CUST114088,2026-02-12 17:01:43,23,2,1,Suspicious Device
114089,533.76,5,19,147,2,Groceries,Debit Card,Tablet,No,1,CUST114089,2026-02-19 01:46:43,27,4,1,High Transaction Amount
114090,4.87,3,22,845,12,Books,Debit Card,Laptop,Yes,0,CUST114090,2025-12-27 09:46:43,15,4,0,Normal Transaction
114091,1773.51,4,46,32,0,Electronics,PayPal,Tablet,Yes,0,CUST114091,2026-02-13 04:48:43,15,1,0,Normal Transaction
114092,255.46,3,28,777,23,Groceries,PayPal,Mobile,No,1,CUST114092,2026-01-25 10:27:43,39,2,1,Suspicious Device
114093,444.01,5,52,479,10,Clothing,Debit Card,Tablet,No,1,CUST114093,2026-02-21 05:09:43,38,3,1,Location Mismatch
114094,1615.66,2,55,683,1,Groceries,Credit Card,Laptop,Yes,1,CUST114094,2026-01-09 12:50:43,5,3,1,Location Mismatch
114095,306.26,3,19,755,21,Books,UPI,Mobile,Yes,0,CUST114095,2026-02-21 20:50:43,1,3,0,Normal Transaction
114096,909.64,1,31,61,13,Clothing,Debit Card,Laptop,No,0,CUST114096,2026-02-19 15:16:43,12,1,0,Normal Transaction
114097,558.8,3,41,292,5,Luxury,PayPal,Tablet,No,1,CUST114097,2025-12-26 06:41:43,43,3,1,Normal Transaction
114098,5.95,2,47,608,1,Electronics,Debit Card,Mobile,No,0,CUST114098,2026-02-15 16:49:43,46,4,0,Normal Transaction
114099,1503.04,1,41,902,3,Clothing,Debit Card,Mobile,Yes,1,CUST114099,2026-02-02 19:21:43,8,1,1,Suspicious Device
114100,183.57,5,35,111,7,Clothing,Credit Card,Tablet,Yes,0,CUST114100,2026-03-03 01:03:43,33,3,0,Normal Transaction
114101,301.03,5,26,97,13,Books,PayPal,Mobile,No,1,CUST114101,2026-01-25 19:03:43,16,1,1,Normal Transaction
114102,292.97,3,19,710,9,Electronics,UPI,Mobile,No,1,CUST114102,2026-01-01 00:17:43,26,4,1,High Transaction Amount
114103,254.94,3,26,539,13,Groceries,Credit Card,Tablet,Yes,0,CUST114103,2026-01-27 03:51:43,28,1,0,Normal Transaction
114104,133.96,2,49,368,7,Electronics,Credit Card,Mobile,No,0,CUST114104,2026-02-19 23:21:43,36,3,0,Normal Transaction
114105,47.9,4,58,203,15,Clothing,PayPal,Mobile,No,1,CUST114105,2026-02-06 12:57:43,42,1,1,Suspicious Device
114106,69.28,1,50,257,23,Groceries,UPI,Laptop,Yes,0,CUST114106,2026-01-07 04:57:43,21,0,0,Normal Transaction
114107,115.03,3,57,721,11,Clothing,Credit Card,Mobile,No,1,CUST114107,2026-03-02 18:13:43,23,3,1,Multiple Failed Attempts
114108,221.67,5,38,723,1,Clothing,PayPal,Mobile,No,0,CUST114108,2026-02-23 01:42:43,6,4,0,Normal Transaction
114109,116.95,4,24,197,8,Clothing,UPI,Laptop,Yes,0,CUST114109,2025-12-25 19:54:43,33,2,0,Normal Transaction
114110,369.68,2,18,996,12,Clothing,UPI,Mobile,Yes,0,CUST114110,2026-02-12 23:31:43,47,1,0,Normal Transaction
114111,554.53,4,48,967,23,Books,PayPal,Laptop,Yes,0,CUST114111,2026-02-15 08:34:43,11,1,0,Normal Transaction
114112,156.51,3,32,881,2,Clothing,UPI,Tablet,Yes,0,CUST114112,2026-01-25 06:12:43,22,3,0,Normal Transaction
114113,308.39,4,43,172,4,Luxury,UPI,Laptop,Yes,0,CUST114113,2025-12-31 07:24:43,14,3,0,Normal Transaction
114114,91.62,4,38,520,1,Clothing,UPI,Tablet,Yes,1,CUST114114,2026-02-23 19:34:43,32,0,1,High Transaction Amount
114115,140.47,5,54,661,17,Electronics,UPI,Tablet,No,1,CUST114115,2026-01-03 17:54:43,12,4,1,Suspicious Device
114116,390.89,5,51,850,21,Books,UPI,Laptop,Yes,0,CUST114116,2026-02-19 02:14:43,22,1,0,Normal Transaction
114117,213.25,1,45,710,17,Books,PayPal,Tablet,No,1,CUST114117,2026-03-02 07:33:43,37,1,1,Multiple Failed Attempts
114118,290.19,2,43,726,1,Groceries,Debit Card,Tablet,No,0,CUST114118,2026-02-07 18:47:43,31,2,0,Normal Transaction
114119,341.82,5,41,312,1,Electronics,Credit Card,Laptop,Yes,1,CUST114119,2026-02-25 18:13:43,44,1,1,Location Mismatch
114120,633.67,2,22,785,0,Books,UPI,Laptop,No,0,CUST114120,2026-01-23 11:40:43,49,1,0,Normal Transaction
114121,317.11,3,37,852,20,Groceries,Debit Card,Tablet,No,0,CUST114121,2026-01-22 00:38:43,34,0,0,Normal Transaction
114122,106.29,2,20,806,8,Electronics,PayPal,Mobile,No,1,CUST114122,2026-01-18 21:34:43,0,2,1,Location Mismatch
114123,351.95,4,24,215,22,Groceries,Credit Card,Tablet,No,1,CUST114123,2026-01-03 09:03:43,46,1,1,High Transaction Amount
114124,545.76,2,39,731,5,Luxury,PayPal,Tablet,Yes,0,CUST114124,2026-01-19 00:35:43,44,1,0,Normal Transaction
114125,85.38,1,34,972,22,Electronics,PayPal,Laptop,Yes,0,CUST114125,2026-01-16 04:36:43,4,4,0,Normal Transaction
114126,126.54,4,23,862,1,Clothing,PayPal,Laptop,No,1,CUST114126,2026-01-29 14:56:43,12,1,1,Multiple Failed Attempts
114127,371.25,5,48,81,18,Books,Credit Card,Mobile,No,1,CUST114127,2026-02-13 18:23:43,4,0,1,Suspicious Device
114128,17.81,3,30,441,7,Groceries,PayPal,Laptop,No,1,CUST114128,2026-02-04 04:01:43,31,1,1,Location Mismatch
114129,3.34,4,24,917,12,Clothing,PayPal,Tablet,Yes,0,CUST114129,2026-01-05 10:46:43,20,1,0,Normal Transaction
114130,158.87,1,23,833,18,Books,Debit Card,Mobile,Yes,0,CUST114130,2026-01-07 10:58:43,23,3,0,Normal Transaction
114131,880.22,2,58,160,2,Books,Debit Card,Laptop,No,0,CUST114131,2026-01-19 17:07:43,17,1,0,Normal Transaction
114132,224.29,1,22,826,2,Groceries,Credit Card,Laptop,Yes,1,CUST114132,2026-02-16 11:41:43,20,2,1,Multiple Failed Attempts
114133,372.71,1,24,527,19,Clothing,UPI,Laptop,No,0,CUST114133,2026-01-27 10:42:43,9,3,0,Normal Transaction
114134,75.44,2,24,607,16,Books,UPI,Mobile,No,1,CUST114134,2025-12-27 13:45:43,23,2,1,Normal Transaction
114135,174.06,3,34,883,21,Books,PayPal,Mobile,Yes,0,CUST114135,2026-01-04 17:30:43,39,2,0,Normal Transaction
114136,196.0,3,47,216,0,Books,PayPal,Laptop,Yes,1,CUST114136,2026-01-08 09:10:43,46,0,1,Location Mismatch
114137,283.19,2,25,975,15,Luxury,Credit Card,Laptop,No,1,CUST114137,2025-12-31 20:02:43,20,1,1,Location Mismatch
114138,187.34,5,58,4,22,Groceries,Debit Card,Mobile,No,1,CUST114138,2026-01-13 23:15:43,24,2,1,High Transaction Amount
114139,372.98,5,27,602,16,Clothing,PayPal,Tablet,Yes,0,CUST114139,2026-01-21 14:54:43,22,1,0,Normal Transaction
114140,89.18,5,34,284,17,Electronics,Debit Card,Tablet,No,1,CUST114140,2026-01-19 14:10:43,21,1,1,Normal Transaction
114141,1448.9,2,32,769,0,Electronics,UPI,Laptop,No,0,CUST114141,2026-01-11 15:51:43,3,0,0,Normal Transaction
114142,414.69,4,54,302,5,Books,Credit Card,Laptop,No,0,CUST114142,2026-01-24 08:37:43,33,0,0,Normal Transaction
114143,238.87,1,26,701,21,Electronics,UPI,Mobile,No,1,CUST114143,2026-01-19 10:16:43,5,2,1,High Transaction Amount
114144,127.23,1,33,922,4,Groceries,Debit Card,Tablet,Yes,0,CUST114144,2026-02-04 20:42:43,27,2,0,Normal Transaction
114145,11.09,1,18,146,10,Groceries,Credit Card,Mobile,Yes,0,CUST114145,2026-02-25 05:57:43,30,3,0,Normal Transaction
114146,562.62,2,56,904,9,Luxury,PayPal,Tablet,Yes,1,CUST114146,2026-02-06 19:42:43,34,1,1,Suspicious Device
114147,141.31,1,36,354,14,Clothing,PayPal,Mobile,No,1,CUST114147,2026-01-11 00:09:43,38,1,1,High Transaction Amount
114148,347.92,4,41,92,9,Luxury,PayPal,Tablet,Yes,1,CUST114148,2026-01-10 05:08:43,41,0,1,Normal Transaction
114149,7.72,2,56,287,4,Luxury,PayPal,Tablet,Yes,1,CUST114149,2026-01-22 19:04:43,22,0,1,High Transaction Amount
114150,337.8,4,50,697,14,Clothing,UPI,Mobile,Yes,0,CUST114150,2026-02-21 00:02:43,5,2,0,Normal Transaction
114151,236.43,2,24,591,4,Luxury,Credit Card,Tablet,Yes,1,CUST114151,2026-02-28 17:08:43,15,3,1,High Transaction Amount
114152,112.14,4,30,618,16,Luxury,Credit Card,Laptop,No,0,CUST114152,2026-02-06 07:14:43,1,3,0,Normal Transaction
114153,337.8,5,18,985,20,Clothing,UPI,Laptop,Yes,0,CUST114153,2026-02-28 08:32:43,23,0,0,Normal Transaction
114154,538.48,3,42,500,20,Luxury,Credit Card,Laptop,No,1,CUST114154,2025-12-26 07:01:43,16,0,1,High Transaction Amount
114155,247.14,3,39,151,12,Books,UPI,Mobile,No,1,CUST114155,2026-02-22 17:46:43,44,3,1,Suspicious Device
114156,282.53,3,32,117,14,Clothing,PayPal,Mobile,No,0,CUST114156,2026-01-10 17:39:43,0,3,0,Normal Transaction
114157,75.27,1,34,606,1,Groceries,PayPal,Mobile,No,0,CUST114157,2026-01-22 22:44:43,5,2,0,Normal Transaction
114158,1047.52,1,54,589,18,Groceries,Credit Card,Mobile,No,1,CUST114158,2026-02-11 15:04:43,4,3,1,Multiple Failed Attempts
114159,142.24,2,25,133,10,Luxury,Debit Card,Mobile,No,1,CUST114159,2025-12-29 13:09:43,44,1,1,Suspicious Device
114160,7.11,4,55,336,18,Books,UPI,Laptop,Yes,0,CUST114160,2026-02-15 23:49:43,49,3,0,Normal Transaction
114161,136.95,1,49,468,16,Groceries,Credit Card,Laptop,Yes,0,CUST114161,2026-02-21 01:47:43,28,4,0,Normal Transaction
114162,167.26,3,54,984,23,Groceries,UPI,Laptop,No,1,CUST114162,2026-03-02 01:03:43,11,3,1,High Transaction Amount
114163,226.32,4,31,117,19,Luxury,Debit Card,Tablet,Yes,0,CUST114163,2026-01-11 07:11:43,38,0,0,Normal Transaction
114164,429.41,3,28,786,6,Clothing,Credit Card,Tablet,Yes,0,CUST114164,2026-01-08 12:54:43,46,0,0,Normal Transaction
114165,9.99,1,44,122,22,Books,Debit Card,Tablet,Yes,0,CUST114165,2026-03-02 02:32:43,2,4,0,Normal Transaction
114166,377.16,2,31,163,8,Groceries,Debit Card,Tablet,No,0,CUST114166,2026-02-04 12:10:43,47,1,0,Normal Transaction
114167,49.31,5,32,904,12,Electronics,Credit Card,Tablet,No,0,CUST114167,2026-02-27 12:31:43,0,3,0,Normal Transaction
114168,683.67,2,46,419,15,Luxury,PayPal,Mobile,Yes,0,CUST114168,2025-12-31 00:28:43,26,3,0,Normal Transaction
114169,236.06,3,56,398,13,Electronics,Debit Card,Laptop,No,1,CUST114169,2026-02-09 20:32:43,47,4,1,Multiple Failed Attempts
114170,314.12,2,20,538,20,Groceries,UPI,Laptop,Yes,0,CUST114170,2025-12-27 00:23:43,23,2,0,Normal Transaction
114171,160.2,4,46,18,2,Books,PayPal,Mobile,No,0,CUST114171,2026-02-16 12:46:43,43,2,0,Normal Transaction
114172,342.77,2,50,146,4,Luxury,PayPal,Tablet,No,1,CUST114172,2026-02-03 23:44:43,18,1,1,Suspicious Device
114173,81.57,3,40,852,22,Clothing,Credit Card,Laptop,Yes,0,CUST114173,2026-01-11 03:36:43,7,3,0,Normal Transaction
114174,387.09,3,42,673,23,Clothing,Credit Card,Laptop,Yes,1,CUST114174,2026-02-25 08:12:43,43,3,1,Normal Transaction
114175,554.57,5,54,203,20,Books,Credit Card,Tablet,No,1,CUST114175,2026-02-28 19:21:43,46,3,1,Suspicious Device
114176,217.59,4,27,333,14,Electronics,UPI,Tablet,Yes,0,CUST114176,2026-02-24 11:13:43,1,0,0,Normal Transaction
114177,507.85,5,42,855,10,Groceries,Debit Card,Laptop,No,0,CUST114177,2026-01-29 00:37:43,29,2,0,Normal Transaction
114178,186.77,2,58,309,4,Electronics,Debit Card,Mobile,Yes,0,CUST114178,2026-01-14 19:47:43,29,4,0,Normal Transaction
114179,5.45,1,25,94,6,Groceries,Credit Card,Tablet,No,0,CUST114179,2026-02-15 05:51:43,48,0,0,Normal Transaction
114180,938.28,1,36,748,7,Luxury,PayPal,Tablet,Yes,1,CUST114180,2026-01-13 23:08:43,38,0,1,Suspicious Device
114181,209.65,4,52,967,5,Books,Debit Card,Tablet,No,0,CUST114181,2025-12-26 12:48:43,44,2,0,Normal Transaction
114182,44.96,1,18,362,16,Groceries,Credit Card,Tablet,Yes,0,CUST114182,2026-01-14 22:03:43,31,3,0,Normal Transaction
114183,82.18,3,22,859,11,Groceries,Credit Card,Mobile,Yes,0,CUST114183,2026-02-22 10:11:43,0,1,0,Normal Transaction
